account	job	prebill	Site	name	GLCode	AFE	PO	Rep	description	startdate	stopdate	price	rate	
Hilcorp Energy Company	5000631	No	SMI 78	Phone Number, Lafayette	4045050000050			tracyp	3372109569	2008-08-01		0.00	
Hilcorp Energy Company	5000632	No	VE 39	Phone Number, Lafayette	4045050000050			tracyp	3372109572	2008-07-29		0.00	
Hilcorp Energy Company	5000632	No	VE 39	Phone Number, Lafayette	4045050000050			tracyp	3372109571	2008-07-29		0.00	
Hilcorp Energy Company	5000632	No	VE 39	VSAT Dish, 1.2M Fixed	4043050000000			tracyp	customer owned	2008-07-29		0.00	
Hilcorp Energy Company	5000632	No	VE 39	VSAT Terminal Standard	4013050000000			tracyp	Customer owned VSAT-1116	2008-07-29		0.00	
Hilcorp Energy Company	5000632	No	VE 39	2-Way Radio, VHF Mobile	4043050000000			tracyp	Customer owned 3 remotes MOB-5047	2009-09-18		0.00	
Hilcorp Energy Company	5000632	No	VE 39	Space Segment 768/256	4013050000000			tracyp	Modem: 82929	2008-07-29		893.50	Month
Hilcorp Energy Company	5000632	No	VE 39	Phone Number, Lafayette	4045050000050			tracyp	3372109570	2008-07-29		0.00	
Hilcorp Energy Company	5000633	No	VE 38	Phone Number, Lafayette	4045050000050			tracyp	3372109574	2008-07-31		0.00	
Hilcorp Energy Company	5000633	No	VE 38	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2008-11-21		0.00	
Hilcorp Energy Company	5000633	No	VE 38	VSAT Terminal Standard	4013050000000			tracyp	Modem: 101613 Cus Owned VSAT-1127	2008-11-21		0.00	
Hilcorp Energy Company	5000633	No	VE 38	Space Segment 512/256	4013050000000			tracyp	bandwidth upgrade	2009-01-08		650.00	Month
Hilcorp Energy Company	5000633	No	VE 38	2-Way Radio, VHF Mobile	4043050000000			tracyp	Customer owned 3 remotes	2009-09-17		0.00	
Hilcorp Energy Company	5000673	No	North Freshwater Bayou	Phone Number, Lafayette	4045050000050			tracyp	3372109578	2008-07-28		0.00	
Hilcorp Energy Company	5000673	No	North Freshwater Bayou	Phone Number, Lafayette	4045050000050			tracyp	3372109577	2008-07-28		0.00	
Hilcorp Energy Company	5000673	No	North Freshwater Bayou	VSAT Dish, 1.2M Fixed	4043050000000			tracyp	customer owned	2008-07-28		0.00	
Hilcorp Energy Company	5000673	No	North Freshwater Bayou	Space Segment 512/128	4013050000000			tracyp		2008-07-28		600.00	Month
Hilcorp Energy Company	5000673	No	North Freshwater Bayou	VSAT Terminal Standard	4013050000000			tracyp	Ser#82756 customer owned 82756	2008-07-28		0.00	
Hilcorp Energy Company	5000793	No	Caillou Island	VSAT Terminal Standard	4013050000000			tracyp	Modem 80347 Customer owned. VSAT-1031	2008-11-15		0.00	
Hilcorp Energy Company	5000793	No	Caillou Island	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2008-11-15		0.00	
Hilcorp Energy Company	5000793	No	Caillou Island	Phone Number, Houma	4045050000050			tracyp	9857728532	2008-11-15		0.00	
Hilcorp Energy Company	5000793	No	Caillou Island	Phone Number, Houma	4045050000050			tracyp	9857728533	2008-11-15		0.00	
Hilcorp Energy Company	5000793	No	Caillou Island	Space Segment 32/32	4013050000000			tracyp		2009-02-10		6.00	Day
Hilcorp Energy Company	5000978	No	Lafitte	VSAT Terminal Standard	4013050000000			tracyp	VSAT-1048	2009-06-02		0.00	
Hilcorp Energy Company	5000978	No	Lafitte	Fax Machine	4043050000000			tracyp	Customer owned 9/10/09 ds FAX-2130	2009-06-08		0.00	Day
Hilcorp Energy Company	5000978	No	Lafitte	Phone Number, Houston	4045050000050			tracyp	8324614541	2009-06-02		0.00	
Hilcorp Energy Company	5000978	No	Lafitte	Phone Number, Houston	4045050000050			tracyp	8324614540	2009-06-02		0.00	
Hilcorp Energy Company	5000978	No	Lafitte	Space Segment 512/128	4013050000000			tracyp		2009-06-02		42.50	Day
Hilcorp Energy Company	5000978	No	Lafitte	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2009-06-02		0.00	
Hilcorp Energy Company	5001011	No	SMI 61	VSAT Terminal Standard	4013050000000			tracyp		2009-07-31		0.00	
Hilcorp Energy Company	5001011	No	SMI 61	Space Segment 512/128	4013050000000			tracyp		2009-07-31		600.00	Month
Hilcorp Energy Company	5001011	No	SMI 61	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2009-07-31		0.00	
Hilcorp Energy Company	5001011	No	SMI 61	2-Way Radio, VHF Mobile	4043050000000			tracyp	Customer onwed 4 remotes MOB-5010	2009-08-22		0.00	
Hilcorp Energy Company	5001011	No	SMI 61	2-Way Radio, Marine Mobile	4043050000000			tracyp	MMR-4018	2011-01-21		0.00	
Hilcorp Energy Company	5001011	No	SMI 61	Phone Number, Houston	4045050000050			tracyp	8324614609	2009-07-31		0.00	
Hilcorp Energy Company	5001011	No	SMI 61	Phone Number, Houston	4045050000050			tracyp	8324614610	2009-07-31		0.00	
Hilcorp Energy Company	5001013	No	ST200	Space Segment 512/128	4013050000000			tracyp		2009-08-01		600.00	Month
Hilcorp Energy Company	5001013	No	ST200	Phone Number, Houston	4045050000050			tracyp	3372109587	2009-08-01		0.00	
Hilcorp Energy Company	5001013	No	ST200	Phone Number, Houston	4045050000050			tracyp	3372109588	2009-08-01		0.00	
Hilcorp Energy Company	5001013	No	ST200	VSAT Terminal Standard	4013050000000			tracyp	Customer owned	2009-08-01		0.00	
Hilcorp Energy Company	5001013	No	ST200	2-Way Radio, VHF Mobile	4043050000000			tracyp	Customer owned 3 remotes MOB-5029	2009-08-24		0.00	
Hilcorp Energy Company	5001013	No	ST200	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2009-08-01		0.00	
Hilcorp Energy Company	5001056	No	M/V Ricky B	2-Way Radio, VHF Mobile	4043050000000			tracyp	Customer Owned  3 remotes MOB-5041	2010-08-19		0.00	
Hilcorp Energy Company	5001059	No	Icy Shorebase	2-Way Radio, VHF Mobile	4043050000000			tracyp	customer owned. MOB-5017	0000-00-00		0.00	
Hilcorp Energy Company	5001059	No	Icy Shorebase	2-Way Radio, VHF Hand Held	4043050000000			tracyp	customer owned 9c561178	2009-08-12		0.00	
Hilcorp Energy Company	5001059	No	Icy Shorebase	IP Radio Controller	4043050000000			tracyp	IP 1616 customer owned. 16166607	2009-08-12		0.00	
Hilcorp Energy Company	5001059	No	Icy Shorebase	2-Way Radio, VHF Hand Held	4043050000000			tracyp	customer owned. 9c561172	2009-08-12		0.00	
Hilcorp Energy Company	5001060	No	Little Pass	IP Radio Adapter	4043050000000			tracyp	IP 223 customer owned 23135609	2009-08-11		0.00	
Hilcorp Energy Company	5001060	No	Little Pass	2-Way Radio Base Station	4043050000000			tracyp	Kennwood KTH 790 100watt DB 224 omni antenna A9400267	2009-08-11		0.00	
Hilcorp Energy Company	5001199	No	M/V Dylan J	2-Way Radio, VHF Mobile	4043050000000			tracyp	Customer owned MOB-5045	2009-12-01		0.00	
Hilcorp Energy Company	5001212	No	SS 209 A	Phone Number, Houston	4045050000050			tracyp	8324614562	2010-01-04		0.00	
Hilcorp Energy Company	5001212	No	SS 209 A	Space Segment 512/128	4013050000000			tracyp		2010-01-04		600.00	Month
Hilcorp Energy Company	5001212	No	SS 209 A	VSAT Terminal Standard	4013050000000			tracyp	Customer owned VSAT-1158	2010-01-04		0.00	
Hilcorp Energy Company	5001212	No	SS 209 A	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2010-01-04		0.00	
Hilcorp Energy Company	5001212	No	SS 209 A	2-Way Radio, VHF Mobile	4043050000000			tracyp	Customer owned a9a00383	2010-01-04		0.00	
Hilcorp Energy Company	5001212	No	SS 209 A	Phone Number, Houston	4045050000050			tracyp	8324614563	2010-01-04		0.00	
Hilcorp Energy Company	5001213	No	SS 209 B	2-Way Radio, VHF Mobile	4043050000000			tracyp	Customer owned	2010-08-02		0.00	
Hilcorp Energy Company	5001213	No	SS 209 B	Phone Number, Houston	4045050000050			tracyp	8324614565	2010-08-02		0.00	
Hilcorp Energy Company	5001213	No	SS 209 B	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2010-08-02		0.00	
Hilcorp Energy Company	5001213	No	SS 209 B	Space Segment 512/128	4013050000000			tracyp		2010-08-02		600.00	Month
Hilcorp Energy Company	5001213	No	SS 209 B	Phone Number, Houston	4045050000050			tracyp	8324614564	2010-08-02		0.00	
Hilcorp Energy Company	5001213	No	SS 209 B	VSAT Terminal Standard	4013050000000			tracyp	customer owned VSAT-1110	2010-08-02		0.00	
Hilcorp Energy Company	5001214	No	SS 208H	Phone Number, Houston	4045050000050		AFE 921808	tracyp	8324614566	2010-02-14		0.00	
Hilcorp Energy Company	5001214	No	SS 208H	Phone Number, Houston	4045050000050		AFE 921808	tracyp	8324614567	2010-02-14		0.00	
Hilcorp Energy Company	5001214	No	SS 208H	Space Segment 512/128	4013050000000		AFE 921808	tracyp		2010-02-14		600.00	Month
Hilcorp Energy Company	5001214	No	SS 208H	VSAT Dish, 1.2M Fixed	4043050000000		AFE 921808	tracyp		2010-02-14		0.00	
Hilcorp Energy Company	5001214	No	SS 208H	2-Way Radio, VHF Mobile	4043050000000		AFE 921808	tracyp	customer owned	0000-00-00		0.00	
Hilcorp Energy Company	5001214	No	SS 208H	VSAT Terminal Standard	4013050000000		AFE 921808	tracyp	customer owned VSAT-1157	2010-02-14		0.00	
Hilcorp Energy Company	5001214	No	SS 208H	2-Way Radio, Marine Mobile	4043050000000		AFE 921808	tracyp	MMR-4003	2010-02-20		9.00	Day
Hilcorp Energy Company	5001233	No	Chacahoula	VSAT Terminal Internet Only	4013050000000			tracyp		2009-12-30		10.00	Day
Hilcorp Energy Company	5001233	No	Chacahoula	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2009-12-30		0.00	
Hilcorp Energy Company	5001233	No	Chacahoula	Space Segment 768/256	4013050000000			tracyp		2009-12-30		29.35	Day
Hilcorp Energy Company	5001342	No	MV D-32 Steven	2-Way Radio, VHF Mobile	4043050000000			tracyp	Customer owned 3 remotes MOB-5014	2010-03-07		0.00	
Hilcorp Energy Company	5001469	No	Old Ocean	VSAT Terminal Internet Only	4013050000000			tracyp		2010-05-28		0.00	
Hilcorp Energy Company	5001469	No	Old Ocean	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2010-05-28		0.00	
Hilcorp Energy Company	5001469	No	Old Ocean	Space Segment 128/128	4013050000000			tracyp		2010-05-28		335.00	Month
Hilcorp Energy Company	5001538	No	LacBlanc	Space Segment 512/128	4013050000000			tracyp		2010-06-25		600.00	Month
Hilcorp Energy Company	5001538	No	LacBlanc	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2010-06-25		0.00	Day
Hilcorp Energy Company	5001538	No	LacBlanc	VSAT Terminal Standard	4013050000000			tracyp	VSAT-1219	2010-06-25		0.00	Day
Hilcorp Energy Company	5001538	No	LacBlanc	Phone Number, Lafayette	4045050000050			tracyp	3372109592	2010-06-25		0.00	Day
Hilcorp Energy Company	5001538	No	LacBlanc	Phone Number, Lafayette	4045050000050			tracyp	3372109593	2010-06-25		0.00	Day
Hilcorp Energy Company	5001675	Yes	Kenedy TX	Space Segment 512/128	4013050000000			tracyp		2010-09-27		0.00	
Hilcorp Energy Company	5001675	Yes	Kenedy TX	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2010-09-27		0.00	
Hilcorp Energy Company	5001675	Yes	Kenedy TX	VSAT Terminal Internet Only	4013050000000			tracyp	VSAT-1251	2010-09-27		40.00	Day
Hilcorp Energy Company	5001846	No	Deep Lake	Phone Number, Houston	4045050000050			tracyp	8324614596	2011-01-05		0.00	Day
Hilcorp Energy Company	5001846	No	Deep Lake	Phone Number, Houston	4045050000050			tracyp	8324614595	2011-01-05		0.00	Day
Hilcorp Energy Company	5001846	No	Deep Lake	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2011-01-05		0.00	Day
Hilcorp Energy Company	5001846	No	Deep Lake	Space Segment 512/128	4013050000000			tracyp		2011-01-05		600.00	Month
Hilcorp Energy Company	5001846	No	Deep Lake	VSAT Terminal Standard	4013050000000			tracyp	VSAT-1270	2011-01-05		0.00	Day
Hilcorp Energy Company	5001913	No	South Freshwater Bayou	VSAT Terminal Standard	4013050000000			tracyp	VSAT-1265	2011-02-01		0.00	
Hilcorp Energy Company	5001913	No	South Freshwater Bayou	Space Segment 512/128	4013050000000			tracyp		2011-02-01		600.00	Month
Hilcorp Energy Company	5001913	No	South Freshwater Bayou	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2011-02-01		0.00	
Hilcorp Energy Company	5001913	No	South Freshwater Bayou	Phone Number, Lafayette	4045050000050			tracyp	3372109564	2011-02-01		0.00	
Hilcorp Energy Company	5001913	No	South Freshwater Bayou	Phone Number, Lafayette	4045050000050			tracyp	3372109565	2011-02-01		0.00	
Hilcorp Energy Company	5001938	No	WC 643	VSAT Terminal Standard	4013050000000			tracyp	VSAT-1124	2011-02-19		0.00	
Hilcorp Energy Company	5001938	No	WC 643	Satellite TV, DirecTV	4013050000000			tracyp	Card: 002496035037 RCVR: 012867863677 A10ME0PB336187	2011-02-24		50.00	Month
Hilcorp Energy Company	5001938	No	WC 643	Satellite TV, DirecTV	4013050000000			tracyp	Card: 002496031853 RCVR: 012868051405 A10ME0PB325904	2011-02-24		150.00	Month
Hilcorp Energy Company	5001938	No	WC 643	2-Way Radio, VHF Hand Held	4043050000000			tracyp	HHR-3082	2011-02-24		9.00	Day
Hilcorp Energy Company	5001938	No	WC 643	Phone Number, Lafayette	4045050000050			tracyp	3372109575	2011-02-19		0.00	
Hilcorp Energy Company	5001938	No	WC 643	Phone Number, Lafayette	4045050000050			tracyp	3372109576	2011-02-19		42.50	Day
Hilcorp Energy Company	5001938	No	WC 643	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2011-02-19		0.00	
Hilcorp Energy Company	5001938	No	WC 643	Space Segment 512/128	4013050000000			tracyp		2011-02-19		0.00	
Hilcorp Energy Company	5001938	No	WC 643	2-Way Radio, VHF Hand Held	4043050000000			tracyp	HHR-3080	2011-02-24		9.00	Day
Hilcorp Energy Company	5001938	No	WC 643	Fax Machine	4043050000000			tracyp	FAX-2145	2011-03-03		10.00	Day
Hilcorp Energy Company	5002166	No	MV Supplier 1	2-Way Radio, VHF Mobile	4043050000000			tracyp	Customer owned MOB-5023	2011-03-29		0.00	Day
Hilcorp Energy Company	5002174	No	Lake Sands	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2011-04-15		0.00	
Hilcorp Energy Company	5002174	No	Lake Sands	VSAT Terminal Standard	4013050000000			tracyp		2011-04-15		0.00	
Hilcorp Energy Company	5002174	No	Lake Sands	Fax Machine	4043050000000			tracyp		2011-04-15		0.00	
Hilcorp Energy Company	5002174	No	Lake Sands	Space Segment 512/128	4013050000000			tracyp		2011-04-15		42.50	Day
Hilcorp Energy Company	5002174	No	Lake Sands	Phone Number, Houma	4045050000050			tracyp	9857728539	2011-04-15		0.00	
Hilcorp Energy Company	5002174	No	Lake Sands	Phone Number, Houma	4045050000050			tracyp	9857728540	2011-04-15		0.00	
Hilcorp Energy Company	5002242	No	Tigre Lagoon	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2011-05-09		0.00	
Hilcorp Energy Company	5002242	No	Tigre Lagoon	Space Segment 512/128	4013050000000			tracyp		2011-05-09		42.50	Day
Hilcorp Energy Company	5002242	No	Tigre Lagoon	VSAT Terminal Internet Only	4013050000000			tracyp	VSAT-1264	2011-05-09		0.00	
Hilcorp Energy Company	5002315	No	Bayou Crook Chene	VSAT Terminal Standard	4013050000000			tracyp	customer owned terminal VSAT-1050	2011-06-10		0.00	
Hilcorp Energy Company	5002315	No	Bayou Crook Chene	Space Segment 512/128	4013050000000			tracyp		2011-06-10		20.00	Day
Hilcorp Energy Company	5002315	No	Bayou Crook Chene	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2011-06-10		0.00	
Hilcorp Energy Company	5002315	No	Bayou Crook Chene	Phone Number, Houston	4045050000050			tracyp	8324614593	2011-06-10		0.00	
Hilcorp Energy Company	5002315	No	Bayou Crook Chene	Phone Number, Houston	4045050000050			tracyp	8324614594	2011-06-10		0.00	
Hilcorp Energy Company	5002316	No	Duck Lake	Phone Number, Houston	4045050000050			tracyp	8324614579	2011-06-10		0.00	
Hilcorp Energy Company	5002316	No	Duck Lake	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2011-06-10		0.00	
Hilcorp Energy Company	5002316	No	Duck Lake	VSAT Terminal Standard	4013050000000			tracyp	Customer owned. 133460	2011-06-10		0.00	
Hilcorp Energy Company	5002316	No	Duck Lake	Phone Number, Houston	4045050000050			tracyp	8324614580	2011-06-10		0.00	
Hilcorp Energy Company	5002316	No	Duck Lake	Space Segment 512/128	4013050000000			tracyp		2011-06-10		600.00	Month
International Marine	5002057	No	MV International Team	Weather Mate Service-TM	4045055000050			shawno	6/10/2010 Subscription Start	2011-06-01		600.00	Yearly
J Brady Marine	5002060	Yes	Customer Office	Talkgroup, MSAT G2-TM	4043055000000			shawno	19843474 MTID #154817	2011-03-02		138.95	Month
J Brady Marine	5002061	Yes	MV Tradewind	Satellite TV, DirecTV-TM	4013055000000			shawno	6LF0174 card # 0017 8792 0865 	2011-06-24		8.00	day
J Brady Marine	5002061	Yes	MV Tradewind	Talkgroup, MSAT G2-TM	4043055000000			shawno	16411128 MTID #154738	2011-03-01		138.95	Month
J Brady Marine	5002061	Yes	MV Tradewind	Call Barring-TM	4045055000050			shawno		2011-03-01		12.00	Month
J Brady Marine	5002061	Yes	MV Tradewind	Phone number, MSAT G2-TM	4045055000050			shawno	8662157889	2011-03-01		20.00	Month
J Brady Marine	5002062	Yes	MV Leeza Rene	Talkgroup, MSAT G2-TM	4043055000000			shawno	16408090 MTID #154765	2011-03-01		138.95	Month
J Brady Marine	5002062	Yes	MV Leeza Rene	Phone number, MSAT G2-TM	4045055000050			shawno	8775642613	2011-03-01		20.00	Month
J Brady Marine	5002062	Yes	MV Leeza Rene	Call Barring-TM	4045055000050			shawno		2011-03-01		12.00	Month
J Brady Marine	5002233	Yes	MV Gulf Ranger	Call Barring	4045050000050			shawno	337-365-6494 713-422-5342 337-898-2104 713-403-5537 713-204-9466 985-414-0465 508-922-0528 985-637-7160 985-665-1397	2011-06-02		12.00	month
J Brady Marine	5002233	Yes	MV Gulf Ranger	Talkgroup, MSAT G2-TM	4043055000000			shawno	16409896 MTID # 157401 866-292-7704	2011-05-03		138.95	Month
JNB Operatiing	5002063	Yes	MV Angela	Phone Number, Iridium-TM	4045055000050			shawno	4804568066	2011-03-01		55.00	Month
JNB Operatiing	5002064	Yes	MV Miss Caroline	Phone Number, Iridium-TM	4045055000050			shawno	4804567501	2011-03-01		55.00	Month
JNB Operatiing	5002065	Yes	MV Judy Francis	Phone Number, Iridium-TM	4045055000050			shawno	4804589221	2011-03-01		55.00	Month
JNB Operatiing	5002066	Yes	MV Wildcat	Phone Number, Iridium-TM	4045055000050			shawno	4804567649	2011-03-01		55.00	Month
JNB Operatiing	5002067	Yes	MV Miss Bet	Phone Number, Iridium-TM	4045055000050			shawno	4802635932	2011-03-01		55.00	Month
JNB Operatiing	5002070	Yes	MV Mr Lloyd	Phone Number, Iridium-TM	4045055000050			shawno	4804567469	2011-03-01		55.00	Month
KMB Vessels	5002052	Yes	MV Ms Taylor	Phone Number, Iridium-TM	4045055000050			shawno	4802635251	2011-03-01		55.00	Month
KMB Vessels	5002072	Yes	MV Marc C	Phone number, Inmarsat-TM	4045055000050			admin	4802636945	2011-03-01		55.00	Month
Knight Well Services	5001020	No	P&A Barge	Phone Number, Houma	4045050000050			jerrelb	985-772-8507	2009-08-13		0.00	
Knight Well Services	5001020	No	P&A Barge	Satellite TV, DirecTV	4013050000000			jerrelb		2009-08-13		160.00	Month
Knight Well Services	5001020	No	P&A Barge	Phone Number, Houma	4045050000050			jerrelb	985-772-8506	2009-08-13		0.00	
Knight Well Services	5001020	No	P&A Barge	Space Segment 512/128	4013050000000			jerrelb		2009-08-13		1060.00	Month
Knight Well Services	5001020	No	P&A Barge	VSAT Dish, KVH V7	4043050000000			jerrelb	VSAT-5005	0000-00-00		0.00	
L&M Botruc	5002073	Yes	MV Botruc 41	Space Segment 1024/512	4013050000000			shawno	Newcom X5 modem 068622	2011-06-01		150.00	day
L&M Botruc	5002073	Yes	MV Botruc 41	Space Segment 1024/512	4013050000000			shawno	Newcom X5 modem 068622	2011-06-01		150.00	day
L&M Botruc	5002073	Yes	MV Botruc 41	Switch, Ethernet 8 Port-TM	4043055000000			shawno		2011-03-01		0.00	
L&M Botruc	5002073	Yes	MV Botruc 41	Switch, Ethernet 8 Port-TM	4043055000000			shawno		2011-03-01		0.00	
L&M Botruc	5002073	Yes	MV Botruc 41	Phone Number, Houma-TM	4045055000050			shawno	985-772-8558 	2011-03-01		0.00	
L&M Botruc	5002073	Yes	MV Botruc 41	Phone Number, Houma-TM	4045055000050			shawno	985-772-8558 	2011-03-01		0.00	
L&M Botruc	5002073	Yes	MV Botruc 41	Phone Number, Houma-TM	4045055000050			shawno	985-772-8559 	2011-03-01		0.00	
L&M Botruc	5002073	Yes	MV Botruc 41	Phone Number, Houma-TM	4045055000050			shawno	985-772-8559 	2011-03-01		0.00	
L&M Botruc	5002073	Yes	MV Botruc 41	Fax Machine-TM	4043055000000			shawno		2011-03-01		0.00	
L&M Botruc	5002073	Yes	MV Botruc 41	Fax Machine-TM	4043055000000			shawno		2011-03-01		0.00	
L&M Botruc	5002073	Yes	MV Botruc 41	VSAT Terminal Gilat-TM	4013055000000			shawno		2011-03-01		0.00	
L&M Botruc	5002073	Yes	MV Botruc 41	VSAT Terminal Gilat-TM	4013055000000			shawno		2011-03-01		0.00	
L&M Botruc	5002073	Yes	MV Botruc 41	VSAT dish, Azimuth 1m-TM	4043055000000			shawno		2011-03-01		0.00	
L&M Botruc	5002073	Yes	MV Botruc 41	VSAT dish, Azimuth 1m-TM	4043055000000			shawno		2011-03-01		0.00	
L&M Botruc	5002073	Yes	MV Botruc 41	Phone Number, Houma-TM	4045055000050			shawno	985-772-8524 fax 	2011-03-01		0.00	
L&M Botruc	5002073	Yes	MV Botruc 41	Phone Number, Houma-TM	4045055000050			shawno	985-772-8524 fax 	2011-03-01		0.00	
L&M Botruc	5002074	Yes	MV Botruc 40	Space Segment 1024/512	4013050000000			shawno	Newcom X5 modem 068462	2011-06-01	2011-07-20	150.00	day
L&M Botruc	5002074	Yes	MV Botruc 40	Phone Number, New Orleans-TM	4045055000050			shawno	985-772-8547 	2011-03-01		0.00	
L&M Botruc	5002074	Yes	MV Botruc 40	Phone Number, Vendor Provided-TM	4045055000050			shawno	Fax 985-746-4841	2011-03-01		0.00	
L&M Botruc	5002074	Yes	MV Botruc 40	Fax Machine-TM	4043055000000			shawno		2011-03-01		0.00	
L&M Botruc	5002074	Yes	MV Botruc 40	VSAT dish, Azimuth 1m-TM	4043055000000			shawno		2011-03-01		0.00	
L&M Botruc	5002074	Yes	MV Botruc 40	Switch, Ethernet 8 Port-TM	4043055000000			shawno		2011-03-01		0.00	
L&M Botruc	5002074	Yes	MV Botruc 40	Phone Number, New Orleans-TM	4045055000050			shawno	985-772-8548	2011-03-01		0.00	
L&M Botruc	5002074	Yes	MV Botruc 40	VSAT Terminal Standard-TM	4013055000000			shawno	Modem 115723	2011-07-20		0.00	
L&M Botruc	5002074	Yes	MV Botruc 40	Space Segment 1024/512-TM	4013055000000			shawno		2011-07-20		2950.00	month
L&M Botruc	5002075	Yes	Sim card rental	Phone Number, Iridium-TM	4045055000050			shawno	SIM #8988169414001188588 4802635254	2011-03-01		55.00	Month
L&M Botruc	5002075	Yes	Sim card rental	Phone Number, Iridium-TM	4045055000050			shawno	SIM #8988169414001188596 4802635255	2011-03-01		55.00	Month
L&M Botruc	5002075	Yes	Sim card rental	Phone Number, Iridium-TM	4045055000050			shawno	SIM #8988169414001188604 4802635256	2011-03-01		55.00	Month
L&M Botruc	5002251	No	MV Botruc-22	Phone Number, Houma	4045050000050			shawno	985-772-8514	2011-05-12		0.00	
L&M Botruc	5002251	No	MV Botruc-22	Phone Number, Houma	4045050000050			shawno	985-772-8513	2011-05-12		0.00	
L&M Botruc	5002251	No	MV Botruc-22	VSAT Terminal Standard	4013050000000			shawno	VSAT-5001	2011-05-12		0.00	
L&M Botruc	5002251	No	MV Botruc-22	Space Segment 128/128-TM	4013055000000			shawno		2011-05-12		2215.00	month
L&M Botruc	5002251	No	MV Botruc-22	VSAT Dish, KVH V7	4043050000000			shawno		2011-05-12		0.00	
L&M Botruc	5002273	No	MV Botruc 33	Space Segment 256/128-TM	4013055000000			shawno		2011-06-28		2215.00	month
L&M Botruc	5002273	No	MV Botruc 33	VSAT Dish, KVH V7-TM	4043055000000			shawno		2011-06-28		0.00	
L&M Botruc	5002273	No	MV Botruc 33	VSAT Terminal Standard-TM	4013055000000			shawno	VSAT-5003	2011-06-28		0.00	
L&M Botruc	5002273	No	MV Botruc 33	Phone Number, Houma-TM	4045055000050			shawno	9857728534	2011-06-28		0.00	
L&M Botruc	5002273	No	MV Botruc 33	Phone Number, Houma-TM	4045055000050			shawno	9857728543	2011-06-28		0.00	
L&M Botruc	5002279	Yes	MV C-truc 4	Phone Number, Houma-TM	4045055000050			shawno	9857728545	2011-06-30		0.00	
L&M Botruc	5002279	Yes	MV C-truc 4	Phone Number, Houma-TM	4045055000050			shawno	9857728544	2011-06-30		0.00	
L&M Botruc	5002279	Yes	MV C-truc 4	Space Segment 256/128-TM	4013055000000			shawno		2011-06-30		2215.00	month
L&M Botruc	5002279	Yes	MV C-truc 4	VSAT Dish, KVH V7-TM	4043055000000			shawno		2011-06-30		0.00	
L&M Botruc	5002279	Yes	MV C-truc 4	VSAT Terminal Standard-TM	4013055000000			shawno	VSAT-5004	2011-06-30		0.00	
L&M Botruc	5002280	Yes	MV C-truc 5	Fax Machine-TM	4043055000000			shawno	FAX-2134	2011-06-21		0.00	
L&M Botruc	5002280	Yes	MV C-truc 5	Computer, LAPTOP-TM	4043055000000			shawno	gzz593NB501595, customer owned	2011-06-21		0.00	
L&M Botruc	5002280	Yes	MV C-truc 5	VSAT Terminal Standard-TM	4013055000000			shawno	VSAT-5015	2011-06-21		0.00	
L&M Botruc	5002280	Yes	MV C-truc 5	VSAT Dish, KVH V7-TM	4043055000000			shawno		2011-06-21		0.00	
L&M Botruc	5002280	Yes	MV C-truc 5	Space Segment 256/128-TM	4013055000000			shawno		2011-06-21		2215.00	month
L&M Botruc	5002280	Yes	MV C-truc 5	Phone Number, Houma-TM	4045055000050			shawno	9857728535	2011-06-21		0.00	
L&M Botruc	5002280	Yes	MV C-truc 5	Phone Number, Houma-TM	4045055000050			shawno	9857728536	2011-06-21		0.00	
L&M Botruc	5002281	No	MV C-truc 6	Phone Number, New Orleans	4045050000050			shawno	504-321-9528  	2011-07-14		0.00	
L&M Botruc	5002281	No	MV C-truc 6	Phone Number, New Orleans	4045050000050			shawno	504-321-9529  	2011-07-14		0.00	
L&M Botruc	5002281	No	MV C-truc 6	VSAT Terminal Standard	4013050000000			shawno	VSAT-5012	2011-07-14	2011-07-17	0.00	
L&M Botruc	5002281	No	MV C-truc 6	Space Segment 128/128-TM	4013055000000			shawno		2011-07-14	2011-07-17	2215.00	month
L&M Botruc	5002281	No	MV C-truc 6	VSAT Dish, KVH V7	4043050000000			shawno		2011-07-14	2011-07-17	0.00	
L&M Botruc	5002281	No	MV C-truc 6	Phone Number, New Orleans	4045050000050			shawno	504-321-9530 fax 	2011-07-14		0.00	
L&M Botruc	5002282	No	MV C-truc 7	Phone Number, Houma-TM	4045055000050			shawno	985-772-8518 	2011-06-22		0.00	
